id	clr	W
62a632532998e97d7a086e212318e895	1.737304546107639	0
760e4e0b7ae803e56da0635c0ffa8721	1.6464420635528705	0
13bf76ab93d09d774b36057a14c40176	1.58335945596079	0
84dac0c3bb598af90b8b1133327b01eb	1.2839110244209446	0
f5c5a4f4caece0381bd6c77236d4ce59	1.0807822911499054	0
ce7dd1caf4448800f7c81f66f7a0122d	1.0195801968970362	0
3d10c306cdaad816eb60d0c0602ad622	0.9753726174717944	0
3947f403b7b51ab6a0441b7e914c2815	0.8608470733047306	0
0c4cea2256531d3721b18c96c0064e62	0.7427998211404587	0
c2fd5a3c64c999e4d253a3e8869b10a5	0.7062267222389584	0
8cdfbbb863fc0cb25d3f93ce362fc99e	0.6956401705066642	0
49915b0cdaaff64cd676ce9a03d1441e	0.695383589721649	0
ecfb43a48e77dfc53736cfef924b846f	0.6949916085743939	0
9cfba0cc7ed30cea66815b033eb98513	0.6945466453031424	0
d331513ca83d2e50c65455cf8b6c86ae	0.6803674598799567	0
e40a86740d37f358f17a456db809ce4c	0.6762698673002268	0
543300fe1f9fa085f310da9f617372b4	0.6737540078337023	0
431a6ae1522bb0b097e3d5df6ac1f1c5	0.6585157658288197	0
a56e56c1a0b2d701b3458e414950ca0b	0.656171888855455	0
684595d7fe84e01b48b18238fd2803bb	0.6546444281317308	0
7bcc71dc220c510821ce88486b1507c4	-0.6631553241744776	0
0e9c9ffb5d4e580d94adc6d7d21b1536	-0.6657213857078688	0
10835efcfb13904d0e393d5fcecb5ff3	-0.6670953257888841	0
0f9f54cf63a6b39c9ae76ffb8c966fb7	-0.6687875517445021	0
07edfda5f78f3f02bff5bc5fcd10d0f7	-0.6745529854052936	0
3cf15ad433e2f3639be00c43a579b239	-0.6757686418596323	0
c2785857de6f3a18a4ac7c5267f3d0b2	-0.6846855626798443	0
d6d706a89303795e50687701865bc707	-0.7010922021838375	0
697c11bdf9001e9bc1f56f81e7c8cd8c	-0.7042803040304917	0
43aa0d05a4a01a1f0e2a42ac002cf6af	-0.7097027721004492	0
ea12f149cb7a6a52a2d0647a46c9b6ce	-0.7479956404466106	0
8020b01b11aca0d342c697cfd6e98a43	-0.7490552975162112	0
4afc91d1513c403572b261edcd6868c0	-0.7514736730994496	0
e536535b974d9b9008478594db824d4a	-0.7870608524330971	0
8f8ff03bce204179f8b1952aef24a038	-0.8185463922298444	0
6e89d3e143ac7f006d6dc97a3b18b033	-0.8706580899395333	0
0dacc3cff6729ced20f237a6d16215a0	-0.9236672847731868	0
e0e94d588e8f329d26669cce3da81563	-0.9630067843028188	0
6a19f5928ebf9828680792011e83af11	-1.0443184610483405	0
2ae312f03ec56945482e9f3607eb1c4a	-1.3202840762353616	0
